epoch,score_optimal,score_student,gap
1,23.119861602783203,25.343738555908203,9.618902532086464
2,23.119861602783203,25.563461303710938,10.569266126720976
3,23.119861602783203,24.66410446166992,6.679291102247864
4,23.119861602783203,24.56857681274414,6.266106756393987
5,23.119861602783203,24.27884292602539,5.012925004285785
6,23.119861602783203,24.347543716430664,5.310075530468014
7,23.119861602783203,24.271095275878903,4.9794142061694515
8,23.119861602783203,24.523117065429688,6.069480374733551
9,23.119861602783203,24.476783752441406,5.86907557221214
10,23.119861602783203,24.242271423339844,4.854742817411689
11,23.119861602783203,24.119201660156246,4.322430966683402
12,23.119861602783203,24.18105125427246,4.589948113536762
13,23.119861602783203,24.595788955688477,6.383807041161522
14,23.119861602783203,24.385902404785156,5.475987805435415
15,23.119861602783203,24.223289489746094,4.7726405370439515
16,23.119861602783203,24.026128768920895,3.91986414844541
17,23.119861602783203,24.285308837890625,5.040891918518767
18,23.119861602783203,24.090816497802734,4.199657038183336
19,23.119861602783203,24.226686477661133,4.787333479300275
20,23.119861602783203,24.10609436035156,4.265738154114363
21,23.119861602783203,24.271072387695312,4.979315208242963
22,23.119861602783203,23.99062728881836,3.7663101146346487
23,23.119861602783203,24.092605590820312,4.207395376103848
24,23.119861602783203,24.048995971679688,4.0187713268345595
25,23.119861602783203,24.11756896972656,4.315369114593895
26,23.119861602783203,24.141826629638672,4.420290417017216
27,23.119861602783203,24.044872283935543,4.000935200412227
28,23.119861602783203,24.010278701782223,3.8513080843521728
29,23.119861602783203,24.07056427001953,4.112060372895489
30,23.119861602783203,24.021541595458984,3.900023314011688
31,23.119861602783203,23.970127105712887,3.677640971809845
32,23.119861602783203,23.939449310302734,3.54495075100652
33,23.119861602783203,24.040950775146484,3.983973555673877
34,23.119861602783203,24.022079467773438,3.9023497652841654
35,23.119861602783203,24.01916122436523,3.8897275296568914
36,23.119861602783203,23.991458892822266,3.7699070392970624
37,23.119861602783203,24.015380859375,3.8733763721318857
38,23.119861602783203,23.959964752197266,3.6336858924489825
39,23.119861602783203,23.94328498840332,3.561541153520539
40,23.119861602783203,23.879199981689453,3.284355209180144
41,23.119861602783203,23.927003860473633,3.4911206284784364
42,23.119861602783203,23.893199920654297,3.3449089408822332
43,23.119861602783203,23.95803451538086,3.6253370673151246
44,23.119861602783203,23.972068786621094,3.686039295906947
45,23.119861602783203,23.89986801147461,3.373750336799196
46,23.119861602783203,23.90612030029297,3.400793270384952
47,23.119861602783203,23.96843147277832,3.6703068754224946
48,23.119861602783203,23.885108947753903,3.3099131738685736
49,23.119861602783203,23.884689331054688,3.308098211882952
50,23.119861602783203,23.858013153076172,3.1927161285606873
51,23.119861602783203,23.88311004638672,3.3012673549552503
52,23.119861602783203,23.88884925842285,3.326091085022224
53,23.119861602783203,23.88659286499023,3.3163315394359065
54,23.119861602783203,23.90461540222168,3.3942841567183377
55,23.119861602783203,23.921567916870117,3.4676086209374346
56,23.119861602783203,23.826679229736328,3.057187967198027
57,23.119861602783203,23.838777542114254,3.1095166211743694
58,23.119861602783203,23.885326385498047,3.3108536541702134
59,23.119861602783203,23.87125778198242,3.2500029286886583
60,23.119861602783203,23.870363235473633,3.246133759728403
61,23.119861602783203,23.885440826416016,3.311348643802656
62,23.119861602783203,23.89350128173828,3.3462124135809974
63,23.119861602783203,23.855640411376953,3.18245334351472
64,23.119861602783203,23.85243225097656,3.168577134151925
65,23.119861602783203,23.891307830810543,3.336725112292523
66,23.119861602783203,23.845031738281246,3.1365678045873326
67,23.119861602783203,23.86371803283691,3.2173913617379286
68,23.119861602783203,23.886886596679688,3.317602012825841
69,23.119861602783203,23.87153053283691,3.251182653979313
70,23.119861602783203,23.842735290527344,3.12663501262966
71,23.119861602783203,23.88026237487793,3.2889503629346484
72,23.119861602783203,23.850328445434567,3.159477574742197
73,23.119861602783203,23.858798980712887,3.196115057370123
74,23.119861602783203,23.83633041381836,3.0989320928673147
75,23.119861602783203,23.88641929626465,3.3155808051600357
76,23.119861602783203,23.84199905395508,3.1234505793276157
77,23.119861602783203,23.881309509277344,3.2934795180714938
78,23.119861602783203,23.808273315429688,2.977577134646914
79,23.119861602783203,23.866544723510746,3.2296176056592496
80,23.119861602783203,23.843032836914062,3.12792198567401
81,23.119861602783203,23.82616424560547,3.0549605138520373
82,23.119861602783203,23.897911071777344,3.365286014084435
83,23.119861602783203,23.878662109375,3.282028757907666
84,23.119861602783203,23.862646102905273,3.212754958847387
85,23.119861602783203,23.816011428833008,3.011046683627211
86,23.119861602783203,23.847028732299805,3.1452053736734484
87,23.119861602783203,23.852291107177734,3.167966646938579
88,23.119861602783203,23.869787216186523,3.243642311911777
89,23.119861602783203,23.826454162597656,3.0562144875875576
90,23.119861602783203,23.856735229492188,3.1871887443317504
91,23.119861602783203,23.808528900146484,2.9786826114927023
92,23.119861602783203,23.854063034057617,3.1756307364142256
93,23.119861602783203,23.86288833618164,3.2138026869027225
94,23.119861602783203,23.836292266845703,3.0987670963231673
95,23.119861602783203,23.856443405151367,3.1859265207690224
96,23.119861602783203,23.850963592529297,3.1622247672022508
97,23.119861602783203,23.827957153320312,3.0627153514269647
98,23.119861602783203,23.865440368652344,3.2248409557061826
99,23.119861602783203,23.82595443725586,3.0540530328592266
100,23.119861602783203,23.81627082824707,3.0121686601274136
