epoch,score_optimal,score_student,gap
1,10.703612327575684,11.139894485473633,4.076027275146698
2,10.703612327575684,11.085264205932615,3.5656362233307446
3,10.703612327575684,11.01511001586914,2.910210859290433
4,10.703612327575684,10.925299644470215,2.071144863154273
5,10.703612327575684,10.936552047729492,2.176272019434847
6,10.703612327575684,10.96364688873291,2.4294093732010484
7,10.703612327575684,10.895351409912108,1.7913492797422135
8,10.703612327575684,10.902590751647947,1.8589838456652443
9,10.703612327575684,10.924718856811523,2.065718772962318
10,10.703612327575684,10.88875675201416,1.7297377630306128
11,10.703612327575684,10.866666793823242,1.5233592291780027
12,10.703612327575684,10.874666213989256,1.5980949344819655
13,10.703612327575684,10.877677917480469,1.6262321969223463
14,10.703612327575684,10.867992401123047,1.5357439013731036
15,10.703612327575684,10.877433776855469,1.6239512788777812
16,10.703612327575684,10.844491958618164,1.316187719911461
17,10.703612327575684,10.845362663269041,1.3243224002813367
18,10.703612327575684,10.849575042724608,1.3636771463862016
19,10.703612327575684,10.84647274017334,1.3346934495152203
20,10.703612327575684,10.848602294921877,1.3545891135523864
21,10.703612327575684,10.842201232910156,1.2947862935714376
22,10.703612327575684,10.827707290649414,1.15937460434759
23,10.703612327575684,10.842409133911133,1.2967286378437624
24,10.703612327575684,10.830087661743164,1.1816135552821028
25,10.703612327575684,10.839239120483398,1.2671123426088586
26,10.703612327575684,10.82450008392334,1.1294108255043347
27,10.703612327575684,10.835334777832031,1.2306354735680358
28,10.703612327575684,10.812838554382324,1.0204613495318906
29,10.703612327575684,10.831008911132812,1.1902204569658923
30,10.703612327575684,10.826222419738768,1.1455019895218543
31,10.703612327575684,10.824308395385742,1.127619948445906
32,10.703612327575684,10.823212623596191,1.1173825467536969
33,10.703612327575684,10.808507919311523,0.9800017837491894
34,10.703612327575684,10.82478618621826,1.1320837763378095
35,10.703612327575684,10.813071250915527,1.0226353495431169
36,10.703612327575684,10.813591957092283,1.0275001200600415
37,10.703612327575684,10.812689781188965,1.0190714150984836
38,10.703612327575684,10.811716079711914,1.0099744724285566
39,10.703612327575684,10.808073997497559,0.975947808318419
40,10.703612327575684,10.81220245361328,1.0145184888454644
41,10.703612327575684,10.807252883911133,0.9682764394263456
42,10.703612327575684,10.80314826965332,0.9299285048020899
43,10.703612327575684,10.80833625793457,0.9783980132491045
44,10.703612327575684,10.81886863708496,1.0767982432654335
45,10.703612327575684,10.80759620666504,0.9714839804265156
46,10.703612327575684,10.810110092163084,0.9949703084166499
47,10.703612327575684,10.818589210510252,1.0741876612847396
48,10.703612327575684,10.810088157653809,0.9947653821860837
49,10.703612327575684,10.808910369873047,0.9837617345882779
50,10.703612327575684,10.803184509277344,0.9302670785743299
51,10.703612327575684,10.813743591308592,1.0289167840017832
52,10.703612327575684,10.800058364868164,0.9010606358005588
53,10.703612327575684,10.799482345581055,0.8956790947891625
54,10.703612327575684,10.793356895446776,0.8384512174444612
55,10.703612327575684,10.79703903198242,0.8728520946712854
56,10.703612327575684,10.796706199645996,0.8697425618683428
57,10.703612327575684,10.796958923339844,0.8721036684379124
58,10.703612327575684,10.797252655029297,0.87484789796028
59,10.703612327575684,10.79411506652832,0.8455345371531701
60,10.703612327575684,10.79902458190918,0.8914023734556024
61,10.703612327575684,10.805302619934082,0.9500558245781573
62,10.703612327575684,10.7927827835083,0.8330874961052879
63,10.703612327575684,10.789382934570312,0.8013239303674923
64,10.703612327575684,10.795087814331055,0.8546225699869855
65,10.703612327575684,10.793157577514648,0.8365890616971402
66,10.703612327575684,10.796371459960936,0.8666152093931768
67,10.703612327575684,10.794397354125977,0.8481718486421989
68,10.703612327575684,10.792776107788084,0.8330251272525069
69,10.703612327575684,10.797359466552734,0.8758457996047775
70,10.703612327575684,10.797396659851074,0.8761932832131293
71,10.703612327575684,10.799556732177734,0.8963740620058659
72,10.703612327575684,10.789665222167969,0.8039612418565211
73,10.703612327575684,10.789289474487305,0.8004507664285572
74,10.703612327575684,10.792335510253906,0.8289087829689552
75,10.703612327575684,10.79376983642578,0.842309176480777
76,10.703612327575684,10.798480987548828,0.8863237668719997
77,10.703612327575684,10.7946720123291,0.8507378814423351
78,10.703612327575684,10.791285514831541,0.8190990534101018
79,10.703612327575684,10.792006492614746,0.8258348895104589
80,10.703612327575684,10.792896270751951,0.8341477666025663
81,10.703612327575684,10.783500671386719,0.7463680612312448
82,10.703612327575684,10.801139831542969,0.9111643899510948
83,10.703612327575684,10.793834686279297,0.8429150453363645
84,10.703612327575684,10.789541244506836,0.8028029631620152
85,10.703612327575684,10.790237426757812,0.8093071435234713
86,10.703612327575684,10.788049697875977,0.7888679794834985
87,10.703612327575684,10.790386199951172,0.8106970779568784
88,10.703612327575684,10.787205696105955,0.7809827745247472
89,10.703612327575684,10.78764533996582,0.7850902089721872
90,10.703612327575684,10.797435760498047,0.8765585864937041
91,10.703612327575684,10.789739608764648,0.8046562090732247
92,10.703612327575684,10.784242630004883,0.753299913726057
93,10.703612327575684,10.78816509246826,0.7899460696530003
94,10.703612327575684,10.797590255737305,0.8780019799437808
95,10.703612327575684,10.784613609313965,0.7567658399734629
96,10.703612327575684,10.788196563720703,0.7902400942446824
97,10.703612327575684,10.787734985351562,0.785927733566676
98,10.703612327575684,10.799529075622559,0.8961156767586301
99,10.703612327575684,10.798847198486328,0.889745143938848
100,10.703612327575684,10.785693168640137,0.7668517744517755
