epoch,optimal_score,student_score,gap
1,7.760746002197266,7.843559265136719,1.067078640584379
2,7.760746002197266,7.816414833068848,0.7173128827540646
3,7.760746002197266,7.803767204284668,0.5543436426758709
4,7.760746002197266,7.794652938842773,0.4369030584934475
5,7.760746002197266,7.791518688201904,0.39651711312193616
6,7.760746002197266,7.834388732910156,0.9489130386697424
7,7.760746002197266,7.821527004241943,0.7831850446782961
8,7.760746002197266,7.791863918304443,0.4009655270043299
9,7.760746002197266,7.819946765899658,0.7628231059956263
10,7.760746002197266,7.80519962310791,0.5728008737569633
11,7.760746002197266,7.786834239959717,0.3361563148061401
12,7.760746002197266,7.78383731842041,0.2975399042386749
13,7.760746002197266,7.793437480926514,0.4212414466340253
14,7.760746002197266,7.782442569732666,0.27956806638508125
15,7.760746002197266,7.787571907043457,0.3456614201598185
16,7.760746002197266,7.774059295654297,0.1715465685033619
17,7.760746002197266,7.782476425170898,0.2800043058680232
18,7.760746002197266,7.786975383758545,0.33797500335474306
19,7.760746002197266,7.788094997406006,0.3524016273821748
20,7.760746002197266,7.7838358879089355,0.297521471584466
21,7.760746002197266,7.77778959274292,0.21961278646187907
22,7.760746002197266,7.780876159667969,0.25938431002643
23,7.760746002197266,7.785562515258789,0.3197696852145045
24,7.760746002197266,7.780202865600586,0.2507086741121482
25,7.760746002197266,7.778175354003906,0.2245834588801892
26,7.760746002197266,7.773146629333496,0.15978653511813856
27,7.760746002197266,7.776488780975342,0.20285135956799757
28,7.760746002197266,7.772010803222656,0.1451510076763403
29,7.760746002197266,7.774974822998047,0.1833434671970028
30,7.760746002197266,7.781772613525391,0.2709354399972867
31,7.760746002197266,7.786116123199463,0.3269031223933155
32,7.760746002197266,7.769699573516846,0.11536998269296654
33,7.760746002197266,7.7827935218811035,0.28409021088431025
34,7.760746002197266,7.794912338256836,0.44024551312331245
35,7.760746002197266,7.771774768829346,0.142109619731886
36,7.760746002197266,7.779661655426025,0.24373498660314694
37,7.760746002197266,7.773337364196777,0.16224422234598043
38,7.760746002197266,7.770626544952393,0.127314342620278
39,7.760746002197266,7.770884037017822,0.13063222037786448
40,7.760746002197266,7.778034210205078,0.22276477033158623
41,7.760746002197266,7.771024703979492,0.13244476470839786
42,7.760746002197266,7.777231693267822,0.21242405132044165
43,7.760746002197266,7.776986598968506,0.20926592323266482
44,7.760746002197266,7.7732625007629395,0.1612795801090525
45,7.760746002197266,7.780708312988281,0.2572215452659291
46,7.760746002197266,7.771251201629639,0.1353632682914601
47,7.760746002197266,7.778092861175537,0.22352050915414762
48,7.760746002197266,7.772367000579834,0.14974073857433495
49,7.760746002197266,7.773231029510498,0.1608740617164586
50,7.760746002197266,7.780650615692139,0.256478094879507
51,7.760746002197266,7.785020351409912,0.312783709269364
52,7.760746002197266,7.78921365737915,0.3668159629734673
53,7.760746002197266,7.773890495300293,0.16937151530672184
54,7.760746002197266,7.773337364196777,0.16224422234598043
55,7.760746002197266,7.7692718505859375,0.10985861908453116
56,7.760746002197266,7.773198127746582,0.16045011066965587
57,7.760746002197266,7.776262283325195,0.19993285598493538
58,7.760746002197266,7.776656627655029,0.20501412432849841
59,7.760746002197266,7.7714972496032715,0.1385336848153761
60,7.760746002197266,7.790045261383057,0.3775314792868578
61,7.760746002197266,7.777984142303467,0.22211962743427777
62,7.760746002197266,7.776726245880127,0.2059111801666607
63,7.760746002197266,7.76896858215332,0.10595089639226261
64,7.760746002197266,7.778311729431152,0.22634070524809616
65,7.760746002197266,7.777759075164795,0.21921955650542435
66,7.760746002197266,7.768803119659424,0.10381885272210979
67,7.760746002197266,7.783960819244385,0.29913125671870244
68,7.760746002197266,7.77576208114624,0.19348757122992008
69,7.760746002197266,7.77969217300415,0.2441282165596016
70,7.760746002197266,7.774309158325195,0.1747661387718347
71,7.760746002197266,7.772463798522949,0.1509880148424647
72,7.760746002197266,7.771556854248047,0.13930171207407666
73,7.760746002197266,7.77178430557251,0.14223250409327806
74,7.760746002197266,7.778610706329346,0.23019312997773828
75,7.760746002197266,7.770476341247559,0.12537891392835251
76,7.760746002197266,7.777470111846924,0.21549616035524394
77,7.760746002197266,7.768072605133057,0.09440591063947547
78,7.760746002197266,7.782151222229004,0.2758139491445528
79,7.760746002197266,7.771765232086182,0.1419867353704939
80,7.760746002197266,7.782142162322998,0.2756972090012303
81,7.760746002197266,7.778710842132568,0.23148341577235526
82,7.760746002197266,7.770872592926025,0.130484759144194
83,7.760746002197266,7.773946762084961,0.17009653303893518
84,7.760746002197266,7.769496440887451,0.11275254579531496
85,7.760746002197266,7.774658203125,0.1792637063987853
86,7.760746002197266,7.774332523345947,0.17506720545724533
87,7.760746002197266,7.772778034210205,0.15503705455033417
88,7.760746002197266,7.7702765464782715,0.12280448655718817
89,7.760746002197266,7.772037982940674,0.14550122810630775
90,7.760746002197266,7.771955966949463,0.14444442259833576
91,7.760746002197266,7.774296760559082,0.174606389102025
92,7.760746002197266,7.770748138427734,0.12888111822802717
93,7.760746002197266,7.772364616394043,0.14971001748398693
94,7.760746002197266,7.773911476135254,0.16964186090178443
95,7.760746002197266,7.78053092956543,0.2549358961440362
96,7.760746002197266,7.771012306213379,0.13228501503858814
97,7.760746002197266,7.7746968269348145,0.17976138806242328
98,7.760746002197266,7.768758296966553,0.10324129622356695
99,7.760746002197266,7.772176265716553,0.1472830513464931
100,7.760746002197266,7.782264709472656,0.2772762730451187
