epoch,optimal_score,student_score,gap
1,23.119861602783203,24.85229110717773,7.493252053835732
2,23.119861602783203,24.92417526245117,7.804171541627062
3,23.119861602783203,24.23507308959961,4.823607969531079
4,23.119861602783203,24.170482635498047,4.54423582098073
5,23.119861602783203,23.99652099609375,3.79180208070542
6,23.119861602783203,24.00037002563477,3.8084502320098905
7,23.119861602783203,23.9357852935791,3.529102832941164
8,23.119861602783203,24.017751693725582,3.883630907350646
9,23.119861602783203,24.146982192993164,4.442589699958734
10,23.119861602783203,23.900672912597656,3.377231763880705
11,23.119861602783203,23.810176849365234,2.9858104621998693
12,23.119861602783203,23.856483459472656,3.186099767140377
13,23.119861602783203,24.098255157470703,4.231831364292074
14,23.119861602783203,23.99613571166992,3.7901356156095303
15,23.119861602783203,23.89618682861328,3.3578281702889736
16,23.119861602783203,23.786399841308597,2.8829681162328056
17,23.119861602783203,23.925201416015625,3.4833245417674727
18,23.119861602783203,23.810935974121094,2.989093893428402
19,23.119861602783203,23.935710906982425,3.5287810896800766
20,23.119861602783203,23.821754455566406,3.0358869133486
21,23.119861602783203,23.92108917236328,3.465537914308385
22,23.119861602783203,23.70893859863281,2.5479261336871297
23,23.119861602783203,23.75825500488281,2.7612336659608663
24,23.119861602783203,23.75170516967773,2.732903759330761
25,23.119861602783203,23.76525115966797,2.7914940321574964
26,23.119861602783203,23.793354034423828,2.913046986230873
27,23.119861602783203,23.736888885498047,2.6688191015839173
28,23.119861602783203,23.70323944091797,2.5232756499915108
29,23.119861602783203,23.7331600189209,2.6526906893935105
30,23.119861602783203,23.71048927307129,2.554633243206721
31,23.119861602783203,23.734363555908203,2.6578963303613605
32,23.119861602783203,23.686256408691406,2.449819188537096
33,23.119861602783203,23.76127815246582,2.7743096420845466
34,23.119861602783203,23.75536727905273,2.7487434275689093
35,23.119861602783203,23.697608947753903,2.4989221600753573
36,23.119861602783203,23.68470573425293,2.443112079017505
37,23.119861602783203,23.73210906982422,2.6481450346022504
38,23.119861602783203,23.65808868408203,2.327985740338669
39,23.119861602783203,23.727012634277344,2.62610149630416
40,23.119861602783203,23.652362823486328,2.3032197590621464
41,23.119861602783203,23.6696891784668,2.378161189413888
42,23.119861602783203,23.66767883300781,2.3694658715373205
43,23.119861602783203,23.70282554626465,2.521485437487512
44,23.119861602783203,23.67578887939453,2.4045441368230542
45,23.119861602783203,23.620525360107425,2.165513643316741
46,23.119861602783203,23.61716079711914,2.150960948122941
47,23.119861602783203,23.665552139282227,2.360267314201104
48,23.119861602783203,23.6438102722168,2.266227533864303
49,23.119861602783203,23.66934967041016,2.376692720170976
50,23.119861602783203,23.61368179321289,2.1359132632967
51,23.119861602783203,23.649044036865234,2.2888650597213243
52,23.119861602783203,23.62830352783203,2.199156438668392
53,23.119861602783203,23.65727806091309,2.3244795637755367
54,23.119861602783203,23.659109115600582,2.332399397894611
55,23.119861602783203,23.685333251953125,2.4458262721687296
56,23.119861602783203,23.610332489013672,2.12142656672056
57,23.119861602783203,23.598854064941406,2.071779106586612
58,23.119861602783203,23.662559509277344,2.347323335312742
59,23.119861602783203,23.626468658447266,2.191220104894903
60,23.119861602783203,23.628814697265625,2.201367392359967
61,23.119861602783203,23.62683868408203,2.192820571373133
62,23.119861602783203,23.64754867553711,2.2823971951907467
63,23.119861602783203,23.652421951293945,2.3034755037055747
64,23.119861602783203,23.599857330322266,2.0761185156976887
65,23.119861602783203,23.621280670166016,2.168780574890859
66,23.119861602783203,23.59351348876953,2.048679590405979
67,23.119861602783203,23.605566024780277,2.1008102485293447
68,23.119861602783203,23.653797149658203,2.309423629122088
69,23.119861602783203,23.60121154785156,2.081975893014921
70,23.119861602783203,23.580909729003903,1.994164732219684
71,23.119861602783203,23.603609085083008,2.092345925814584
72,23.119861602783203,23.60289764404297,2.089268740266235
73,23.119861602783203,23.604171752929688,2.0947796248407577
74,23.119861602783203,23.60927963256836,2.116872662102092
75,23.119861602783203,23.622852325439453,2.175578432509731
76,23.119861602783203,23.60885238647461,2.1150247008076417
77,23.119861602783203,23.61994743347168,2.163013945672908
78,23.119861602783203,23.598413467407227,2.06987339650171
79,23.119861602783203,23.61477279663086,2.140632164459316
80,23.119861602783203,23.580188751220703,1.9910462975352985
81,23.119861602783203,23.582088470458984,1.9992631254338376
82,23.119861602783203,23.6519775390625,2.3015532939662577
83,23.119861602783203,23.607234954833984,2.1080288473357927
84,23.119861602783203,23.607275009155277,2.1082020937071477
85,23.119861602783203,23.58312225341797,2.0037345317802315
86,23.119861602783203,23.64928436279297,2.2899045379494525
87,23.119861602783203,23.617935180664062,2.154310377969133
88,23.119861602783203,23.642852783203125,2.262086120606204
89,23.119861602783203,23.563539505004883,1.919033555842173
90,23.119861602783203,23.65338706970215,2.307649916272504
91,23.119861602783203,23.575902938842773,1.97250893580034
92,23.119861602783203,23.599140167236328,2.073016580667718
93,23.119861602783203,23.64208221435547,2.258753190414427
94,23.119861602783203,23.60433578491211,2.0954891099805915
95,23.119861602783203,23.592529296875,2.0444226795669764
96,23.119861602783203,23.585289001464844,2.013106335487803
97,23.119861602783203,23.581430435180664,1.9964169350472956
98,23.119861602783203,23.651885986328125,2.301157302260304
99,23.119861602783203,23.590576171875,2.0359748565066305
100,23.119861602783203,23.59947967529297,2.074485049910629
